Sleep_Hours,Energy_Level
9.266021333378081,75.65966650018787
9.238008766160394,84.09317422055385
5.714777324665442,56.27253465850196
5.7864957137795034,63.617751126823805
5.514732497248198,60.59372136571271
5.885663315372428,57.30095785693942
4.273379809782608,47.92332724611522
9.696838053956679,93.0261693140535
9.281816664682575,82.42381859629417
4.540411722239972,44.06274564964701
8.089623927987914,70.41363492367452
7.7159573446927645,72.54963539997516
5.381536850254859,44.44213133730712
9.872263715070645,81.62068935009441
4.915196158187153,51.9969669105999
8.740829061175871,78.72360240299784
9.79634167864186,84.87697742391862
5.647737159473879,55.720227302327125
5.205905192948076,61.272560117718726
8.898698450901808,71.44113428081405
8.873248890757758,78.81826301765477
4.5051265526863915,45.42400810677894
8.368918854318878,78.76069524004103
9.751505512235903,92.62292619557209
9.409646915089958,86.77754460682193
6.615559445452515,57.24970748135443
8.600295109038155,75.82468507093625
9.284433565415185,84.348677905807
6.759489737567503,69.33117272683559
9.71198332548125,88.81583728969592
8.811145691215453,72.6428744527689
9.660206487309615,85.42984070973704
6.583010759697176,56.96696267454428
7.615164310875722,66.64530170707101
9.398999009267804,81.28065899987821
8.744293779466025,80.35523785181134
8.587640516950483,76.8957142831263
7.593528167901401,73.77264856457151
7.790989558700434,70.18232285373368
5.987950563019245,52.424352092340555
4.335023789192805,46.405662444099704
8.747807055772684,84.17596096389467
7.522464379706381,72.33591388851532
5.4271198622780155,51.16144146305142
5.56386213842139,44.66710194030162
4.617633729651665,49.7704984631376
6.473560680281593,58.75767885096891
9.654100927026274,84.7998934895332
7.530477383089971,72.46502007642302
5.446211073629701,59.932608648897684
6.941673312508687,65.10013305290902
5.7509703170276145,65.2963886751546
4.418070659972536,48.02969271814538
8.389184250443375,80.69884513374905
9.136433366711612,84.02146547054316
9.429652550340982,95.19552675827926
7.093346682601594,64.46647785704151
8.447742087292545,79.51373784189875
5.9086438234254155,52.68817045823048
6.034210728183332,69.31222105062743
7.757898883600465,72.6135630151757
6.371737693603533,70.56087357683982
5.3018023988693574,54.58387331061299
6.261248364819158,56.4906703530194
6.159508386044578,63.529654965102885
5.995613893606685,55.03841914516578
5.83643924801996,56.083010168763906
5.414217694870622,54.700712587488724
4.3816442309567645,44.52136273814585
7.849688576492461,71.93146220959747
8.992570663781507,85.45362724618656
6.425476551276087,58.863008743208034
4.894596358184601,54.13942880145715
7.50721528598759,65.39933656902643
5.218051441684976,50.135550006743415
6.595643312502091,70.73505021095599
5.472328097753538,54.34144734986633
4.919610373216495,41.59159391118551
8.79311949180821,84.03833132611037
9.659363196381136,90.24793372658506
5.739972016874754,51.63084866499861
8.377825288726799,80.2669314699268
9.492688867513365,82.44654178248997
5.658607151504754,51.67287838426941
6.548275815297916,63.74899516795782
4.914294579335877,44.948534900910225
5.614147698748234,51.64442496655694
7.770869410742092,63.763715657219784
7.860518624052678,75.28782205315589
8.805783202471583,84.43900758119347
5.624880730073933,60.19706358860464
6.420127177347288,58.65686471772596
6.466356174043032,66.48025360224122
5.358917835057545,58.762142955861975
5.702358877322613,49.77213659049606
4.175756962123019,42.42015122510187
9.295836858152727,92.20937359978457
6.604506112978491,60.28111449389662
7.72724774471086,67.11410258381501
5.4655631577346195,50.448279444144134
