Sleep,Energy
5.039211219460091,43.07326804819411
6.603109895427838,55.78756029153993
6.39102840638424,57.53600614481174
7.695100588313299,70.49356894794715
7.810561905205863,74.03903306963691
4.2718240586322676,51.5513735538059
6.247675687758827,64.26970361808071
7.755159494285419,71.24158330446622
7.018817551480526,66.05545937233077
9.138939047129934,78.09886555385043
7.95216178971367,73.52472863774742
4.977606562488578,48.37755930530793
4.423412484402579,47.00089267691108
7.854515669237894,68.69997063614154
4.159067863249731,45.86927547720371
7.51465348764078,77.78092246613913
9.641381448549746,86.58725084611368
7.452845067255273,71.63131914853689
6.329019557239132,64.08287641646862
7.859729310654119,70.87173212580377
6.749517342949099,65.11660115264488
7.273700735895609,68.25256789107385
9.648788852659152,87.67869131401737
6.316615826804646,56.66787769515983
9.767143382943486,88.2596979348426
9.432103851736382,87.9468222701183
5.174746808735779,58.65369250886144
4.416167805250993,50.125696572433974
4.60466800826456,57.60325635367426
4.109330953909298,39.03790981683414
4.56665776453557,50.894865299887954
8.09804064049814,75.70103515267688
4.427131890761374,56.36606979217935
5.913853781762568,53.26933882732479
9.069251865816728,78.35540571562994
4.139631614414955,40.120089688099526
8.886810895533614,70.47500854271988
5.691128648640399,52.900254080719385
4.7089889657299375,43.87624841807101
8.180422992184905,76.19535286986027
7.773657080679304,73.89803652432022
9.264832081162318,93.49951084537797
8.410426262823314,82.03552929351676
8.820885582309092,77.68256638016072
5.692207435427839,51.045586126680924
5.064637262678337,52.976693958959224
8.50368850984515,71.42834204365799
8.841008435603584,89.88536131410044
9.94303085200404,95.44144741963875
6.475706061468559,59.459770231224944
6.232108514756699,51.2911954725992
8.65847776445198,86.03718398644291
6.0448212415181075,57.78587070588177
9.584543953621388,92.86543318883841
9.15047651105807,75.23167379449272
6.5739641642501105,59.59483819923202
8.505226406748985,78.0680297525828
8.527257244508094,78.45296092488846
4.618743213015596,44.69961834672855
9.4153174400774,88.43678918235669
7.031514234687143,60.91401173058418
8.95874479664645,80.95806094806512
5.92029760618367,57.963859008028855
9.373139370977203,87.55730913811136
6.335210072404979,64.23975496968428
4.06502590888179,36.89699681186497
9.432291858515581,77.78776401444654
4.547720060716801,52.77014459522695
5.915881825542489,58.988624664237875
9.70037180230483,83.86054173565587
9.703642881625337,95.38490293061531
7.440627328739716,70.10339180138202
7.791023273018796,78.2246721044695
6.690673131869919,63.862977462009894
5.759264630188387,66.37785666591702
5.971987272219495,66.55260238997198
8.03511073646223,73.03606514930247
8.51424717662608,82.97183216778042
8.749474262355092,83.22267384676647
8.737708856767323,86.74482864180032
4.547236618292143,41.55327564343662
6.966521828215489,69.1624319257161
4.345352560099865,50.05494291504686
7.297173293942413,59.58368891942374
6.6491830082402625,57.27717150259323
9.326225096549798,74.41363988359788
6.105490075312472,57.49688643027699
4.702402098565635,51.20692806750489
4.857950092317015,56.37538599901626
8.569063790304833,78.92298422453754
7.709308379897566,79.81754476703699
4.606736056736741,39.953381162819475
4.504640836689985,37.5202144967441
8.20581478875472,75.36877981555467
4.436578038185161,47.41295155017782
8.931160355742136,81.28580910546663
8.237453362938977,65.56241640331243
4.488092683851399,45.45914127324725
4.509026284511151,39.54986277356494
9.919837471007053,92.70706251220662
